360.0	0.0001299	3.917e-6	0.0006061
361.0	0.000145847	4.393581e-6	0.0006808792
362.0	0.0001638021	4.929604e-6	0.0007651456
363.0	0.0001840037	5.532136e-6	0.0008600124
364.0	0.0002066902	6.208245e-6	0.0009665928
365.0	0.0002321	6.965e-6	0.001086
366.0	0.000260728	7.813219e-6	0.001220586
367.0	0.000293075	8.767336e-6	0.001372729
368.0	0.000329388	9.839844e-6	0.001543579
369.0	0.000369914	1.104323e-5	0.001734286
370.0	0.0004149	1.239e-5	0.001946
371.0	0.0004641587	1.388641e-5	0.002177777
372.0	0.000518986	1.555728e-5	0.002435809
373.0	0.000581854	1.744296e-5	0.002731953
374.0	0.0006552347	1.958375e-5	0.003078064
375.0	0.0007416	2.202e-5	0.003486
376.0	0.0008450296	2.483965e-5	0.003975227
377.0	0.0009645268	2.804126e-5	0.00454088
378.0	0.001094949	3.153104e-5	0.00515832
379.0	0.001231154	3.521521e-5	0.005802907
380.0	0.001368	3.900000e-5	0.006450001
381.0	0.00150205	4.28264e-5	0.007083216
382.0	0.001642328	4.69146e-5	0.007745488
383.0	0.001802382	5.15896e-5	0.008501152
384.0	0.001995757	5.71764e-5	0.009414544
385.0	0.002236	6.40000e-5	0.01054999
386.0	0.002535385	7.234421e-5	0.0119658
387.0	0.002892603	8.221224e-5	0.01365587
388.0	0.003300829	9.350816e-5	0.01558805
389.0	0.003753236	0.0001061361	0.01773015
390.0	0.004243	0.0001200000	0.02005001
391.0	0.004762389	0.000134984	0.02251136
392.0	0.005330048	0.000151492	0.02520288
393.0	0.005978712	0.000170208	0.02827972
394.0	0.006741117	0.000191816	0.03189704
395.0	0.007650000	0.000217	0.03621
396.0	0.008751373	0.0002469067	0.04143771
397.0	0.01002888	0.00028124	0.04750372
398.0	0.0114217	0.00031852	0.05411988
399.0	0.01286901	0.0003572667	0.06099803
400.0	0.01431000	0.000396	0.06785001
401.0	0.01570443	0.0004337147	0.07448632
402.0	0.01714744	0.000473024	0.08136156
403.0	0.01878122	0.000517876	0.08915364
404.0	0.02074801	0.0005722187	0.09854048
405.0	0.02319	0.00064	0.1102
406.0	0.02620736	0.00072456	0.1246133
407.0	0.02978248	0.0008255	0.1417017
408.0	0.03388092	0.00094116	0.1613035
409.0	0.03846824	0.00106988	0.1832568
410.0	0.04351000	0.00121000	0.2074
411.0	0.0489956	0.001362091	0.2336921
412.0	0.0550226	0.001530752	0.2626114
413.0	0.0617188	0.001720368	0.2947746
414.0	0.069212	0.001935323	0.3307985
415.0	0.07763000	0.002180000	0.3713
416.0	0.08695811	0.0024548	0.4162091
417.0	0.09717672	0.002764	0.4654642
418.0	0.1084063	0.0031178	0.5196948
419.0	0.1207672	0.0035264	0.5795303
420.0	0.1343800	0.0040000	0.6456
421.0	0.1493582	0.00454624	0.7184838
422.0	0.1653957	0.00515932	0.7967133
423.0	0.1819831	0.00582928	0.8778459
424.0	0.198611	0.00654616	0.959439
425.0	0.21477	0.0073	1.0390501
426.0	0.2301868	0.008086507	1.1153673
427.0	0.2448797	0.00890872	1.1884971
428.0	0.2587773	0.00976768	1.2581233
